,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility
2015-08-07,-0.0015371055821073567,-0.0034016083733626433,-0.008740939950242577,-0.0129853190202825,-0.0032460470853099147,-0.0034016083733626433
2015-08-14,0.0038915068221492093,0.006788847412802365,0.006593945407616273,0.004561058693047837,0.005594433900419795,0.006788847412802365
2015-08-21,-0.025487886102593803,-0.0012461824802419892,0.002090072504347093,0.01779034485718007,-0.002282984964688865,-0.0012461824802419892
2015-08-28,-0.009030705264308294,-0.009890448378585727,-0.01590163161189371,-0.016176347593284755,-0.009316963737072536,-0.009890448378585727
2015-09-04,-0.01885249129093185,-0.011255289255066012,-0.010382614471703275,-0.004993944842701371,-0.010244944714293705,-0.011255289255066012
2015-09-11,0.009114448508474435,0.0023334145542896994,-0.00040744769406867094,-0.004575251991551432,0.0028640257299482083,0.0023334145542896994
2015-09-18,-0.0014898095846665712,0.0052662726536299095,-0.00284415285431699,-0.008366607928270074,0.003706919509776658,0.0052662726536299095
2015-09-25,-0.006697351643978968,-0.006858130415436791,-0.008276581100470868,-0.013194707201576667,-0.008011652230271544,-0.006858130415436791
2015-10-02,0.01679689906750058,0.0024641738439003832,0.0060911759064033785,-0.0009657752869147956,0.0026009045920606646,0.0024641738439003832
2015-10-09,0.01221147318267534,0.016627292140987064,0.026573558237439263,0.03436314493302609,0.016228726367289885,0.016627292140987064
2015-10-16,0.011193991475424346,0.010048913769823302,0.009546752555671058,0.008610581320573843,0.009576417788197334,0.010048913769823302
2015-10-23,0.010030682333139581,0.0027461380444109566,0.01036436947845981,0.012290134567145335,0.00298878587310348,0.0027461380444109566
2015-10-30,-0.00014092056476880973,-0.006147416283791028,-0.0019429981451668126,-0.001787329692218704,-0.005352337428622187,-0.006147416283791028
2015-11-06,-0.0061084137280647465,-0.020379864899450685,-0.003240253003677833,0.0008662934299058928,-0.019398240012667194,-0.020379864899450685
2015-11-13,-0.018817348186386418,-0.011634902026744252,-0.009343145653633261,-0.00485983380820922,-0.011104558597251969,-0.011634902026744252
2015-11-20,0.022687978629782644,0.008349155691046701,0.009412390691221082,-0.0002781570284698539,0.008122041606639893,0.008349155691046701
2015-11-27,0.002416946921268993,-0.0021331175638311254,-0.0020587257384279607,-0.004801719603478917,-0.0009968958695713154,-0.0021331175638311254
2015-12-04,-0.0010906775811300032,0.004458299173866505,0.004892522599249478,0.008159619602503604,0.0027718555267610707,0.004458299173866505
2015-12-11,-0.011298252358170282,-0.01208528252475536,-0.003066395842896854,-0.003543411481581305,-0.011563302250578972,-0.01208528252475536
2015-12-18,-0.007205549690713971,-0.005946109492253516,-0.006556327345075572,-0.005510520180157607,-0.00537605770559799,-0.005946109492253516
2015-12-25,0.015722968022702042,0.010648413390596953,0.007081450595611605,0.0033898064860720515,0.009713138269887116,0.010648413390596953
2016-01-01,-0.008555863017466744,-0.0066243916373143535,-0.00872688151513813,-0.007070527595200902,-0.005662583984522535,-0.0066243916373143535
2016-01-08,-0.026141276212047284,-0.0017084413985944311,0.003988771742208852,0.020312805345772653,-0.0027019613954632387,-0.0017084413985944311
2016-01-15,-0.00437682301768502,-0.008435892224979376,-0.002620482250925096,-0.00513829138081898,-0.007538828750831121,-0.008435892224979376
2016-01-22,0.006863570764634483,0.007893074999784125,0.0052038264107145595,0.005538830000654671,0.007509683702615097,0.007893074999784125
2016-01-29,0.01630574110231846,0.014203379417659142,0.015714360923695114,0.014203247111192993,0.013599790652021295,0.014203379417659142
2016-02-05,-0.01246377002467091,0.0019332103470426232,0.008399772682864001,0.017595137375416233,0.0006086063851270893,0.0019332103470426232
2016-02-12,0.005133855278709726,0.017390101574747234,0.02063623619400849,0.027780097837524397,0.016245025246285297,0.017390101574747234
2016-02-19,0.015536654447512585,0.006972357574184725,0.004972853309326964,-0.0005854206114266137,0.006618874592477519,0.006972357574184725
2016-02-26,0.00783330685610953,0.006591327027597912,0.0031784491371485138,0.0026178465301858215,0.006966223620608275,0.006591327027597912
2016-03-04,0.011091927779027424,0.01612352937516316,0.017616558243207316,0.02123118119355076,0.014756538112002874,0.01612352937516316
2016-03-11,0.00416234966739785,0.00362186654570104,0.007163883001164131,0.00947261127834495,0.004312187852433414,0.00362186654570104
2016-03-18,0.010027881000909806,0.006803740997386232,0.007807277095097658,0.006985132465766166,0.006855206139385251,0.006803740997386232
2016-03-25,0.0007766393216435681,-0.010201671625743616,-0.004665718071040253,-0.005940935859593451,-0.009719854365101676,-0.010201671625743616
2016-04-01,0.014916062000730373,0.008258872414658145,0.012704322257420722,0.012741765148566257,0.007594544532093901,0.008258872414658145
2016-04-08,-0.002578819708313471,0.0048813004821659425,-0.00201980080473754,-0.003453622505034126,0.00551366912645334,0.0048813004821659425
2016-04-15,0.009466984788397673,0.005574786707969797,0.010111838619061014,0.011542241747907954,0.005643524359564414,0.005574786707969797
2016-04-22,-0.006658900046278809,-0.0023365994189845493,-0.0003174494359473734,0.003269999363034644,-0.0026563121362206685,-0.0023365994189845493
2016-04-29,-0.0049291148256049265,0.01265571903232503,-0.00012560562707511052,-0.0009078918088233355,0.011996909850202627,0.01265571903232503
2016-05-06,0.0013006185978843236,-0.003714716726742738,-0.0028636759837002775,-0.004640072351392326,-0.004038456087573164,-0.003714716726742738
2016-05-13,0.0032519850166554086,0.0012945288335632615,0.0004344494265010741,-0.0011770529112103347,0.0026081346284384183,0.0012945288335632615
2016-05-20,-0.004040529974074176,-0.006275814083426751,-0.00213287852811137,-0.0001894466273009113,-0.006035193570871176,-0.006275814083426751
2016-05-27,0.013403465551947465,-0.002073284582830715,0.012179942356505795,0.016118032072994094,-0.0015594158687271464,-0.002073284582830715
2016-06-03,0.009909288125189257,0.012870996449107254,0.0075941772365130545,0.004752226669528618,0.012456811063362078,0.012870996449107254
2016-06-10,0.004622839592639215,0.011400499584745817,0.005990665881809084,0.005082666990786727,0.011391408492245049,0.011400499584745817
2016-06-17,-0.008008619122835563,-6.784711868528361e-05,0.001260113992370394,0.005650027615703433,-0.0002730051176253797,-6.784711868528361e-05
2016-06-24,-0.0060643412624313085,0.0023984431207365554,0.002207416930189306,0.007472595070367037,0.002344291632199312,0.0023984431207365554
2016-07-01,0.03381716102180141,0.0253063546523096,0.02849308949709527,0.02298866807904903,0.024974640478139548,0.0253063546523096
2016-07-08,0.017119073231429235,0.017694212682328354,0.01858277872112556,0.01910918874176393,0.018063947874293558,0.017694212682328354
2016-07-15,-0.005384307687840857,-0.012732085476359355,-0.002501878517878463,0.001448714479471548,-0.013187711123151548,-0.012732085476359355
2016-07-22,0.005159683189755033,0.0028782594533166505,0.004797347471889578,0.005077653773128885,0.0031264694611397785,0.0028782594533166505
2016-07-29,0.007290896961759541,0.007932186454255705,0.0042038708353237045,0.0018449480907245894,0.007321136512189669,0.007932186454255705
2016-08-05,-0.006787278469131516,-0.007479221797553696,-0.0030621887459672805,-0.0001890952636195784,-0.007828598833039027,-0.007479221797553696
2016-08-12,0.007249330412628258,0.007364229059492944,0.00586887488436513,0.004820452636672521,0.008394889410822658,0.007364229059492944
2016-08-19,-0.003540611555211449,-0.000303832110310937,-0.0007671884248297741,0.0004612210217685101,-0.0005431298758700887,-0.000303832110310937
2016-08-26,-0.004496796953281617,-0.006076240513204728,-0.005197203225905168,-0.005339268692701226,-0.00543987468376732,-0.006076240513204728
2016-09-02,0.0038130733288502553,0.0037672575899947926,0.004150588502787262,0.0044067515635912964,0.003674807304542194,0.0037672575899947926
2016-09-09,-0.02229392361864443,-0.01262260354424604,-0.018576092258625602,-0.017890209306693668,-0.012680873102196517,-0.01262260354424604
2016-09-16,-0.0019177733962412072,-0.004368023599502167,-0.0014068390389719474,0.0009105062089251255,-0.003993965185251758,-0.004368023599502167
2016-09-23,0.0166170801269774,0.015906528972672893,0.016385967624540036,0.014364224899229347,0.01539043854320902,0.015906528972672893
2016-09-30,0.00281138280927108,-0.0011598185018489625,0.0007074008676806181,0.003175318396256025,-0.00030020349993341864,-0.0011598185018489625
2016-10-07,-0.013578657745907005,-0.020205025009092388,-0.01124979602640175,-0.003985353062340213,-0.019105049318106762,-0.020205025009092388
2016-10-14,-0.011458110866605918,-0.006509231188350116,-0.007497100575036813,-0.004874481237936956,-0.006360458706034166,-0.006509231188350116
2016-10-21,0.007430995918929883,0.008729870777667827,0.0059969291388747275,0.004781929694138014,0.008754657417452938,0.008729870777667827
2016-10-28,-0.01229409195838272,-0.008390052789505045,-0.007806482802955883,-0.009068430099746007,-0.009421094982238226,-0.008390052789505045
2016-11-04,-0.00804100348103342,-0.0003408968343202763,-0.011311221856328187,-0.01726969724271086,-0.0008842218777431348,-0.0003408968343202763
2016-11-11,-0.004042650414445188,-0.02634822862705557,0.00927632698596479,0.016969203806112953,-0.02810673811144413,-0.02634822862705557
2016-11-18,0.0017767209729679027,-0.0003482744426093359,0.006000828412891232,0.011301685801378568,0.0002682855440777404,-0.0003482744426093359
